t_name,gene_name,male_10,male_11,male_12,male_13,male_14A,male_14B,male_14C,male_14D,female_10,female_11,female_12,female_13,female_14A,female_14B,female_14C,female_14D
FBtr0340175,CR44393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345550,CR45285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0273450,beat-IIIb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0329973,beat-IIIb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340238,CG44406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340236,CR44408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080952,CG31806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340237,CG31806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345763,CR45356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345764,CR45357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346585,CG6304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080955,CG6304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345974,CR45462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332012,CR43802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332013,CR43802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080954,CG15136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332011,CG15136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332224,CR43819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346430,CR43819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080953,CG12620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332225,CG12620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345954,CR45448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302499,CG31784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0303301,beat-IIIa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340178,beat-IIIa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0343134,CG34106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0110785,CG34106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0112360,CG34169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340179,CR44394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080962,Gr36a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080963,Gr36b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080964,Gr36c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080965,CG31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080972,beat-IIIc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.310355
FBtr0080971,beat-IIIc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.143177
FBtr0340181,CR44396,0,0,0,0,0,0,0,0.148039,0,0,0,0,0,0,0,0
FBtr0340180,CR44395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346578,CR45729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302408,CG15140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0339800,CG6380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080970,CG6380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0339799,CG34170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0112361,CG34170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346475,CR45696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346474,CG45691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345642,CR43239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0339798,CR43239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0306294,CR43239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0339794,CR44345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0339795,CR44346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080967,CG31804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080968,Lrch,23.44207,4.723133,7.640262,0,0,2.79676,43.705822,37.447067,10.079735,12.255686,11.525961,0,0,0,36.76725,48.26619
FBtr0080969,Lrch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0339797,Lrch,2.795139,0,0,0,0,0,0,4.06762,0,1.174055,0,0,0,0,2.014819,2.564018
FBtr0301442,CLIP-190,0,0,0,0,0,0,0,0,0,0,1.207587,0,0,0,0,0
FBtr0080975,CLIP-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080976,CLIP-190,14.884078,0,0,11.978443,0,0,0,0,0,12.87606,10.265276,0,0,0,0,0
FBtr0301440,CLIP-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332454,CLIP-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332451,CLIP-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332453,CLIP-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332452,CLIP-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0339796,CLIP-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0290262,CLIP-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0290263,CLIP-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332455,CLIP-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080977,CLIP-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301441,CLIP-190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081011,Rpb11,70.070282,22.766932,68.822754,78.197044,93.533569,91.473335,160.553406,108.015633,60.589924,40.176819,67.685242,120.772728,115.848686,76.304878,111.551727,126.248848
FBtr0080979,CG15141,111.888817,103.009178,101.104355,109.409248,156.939423,167.320068,200.347778,185.125565,90.317398,98.577103,109.494843,135.208466,141.866058,172.729385,186.821762,184.951721
FBtr0081010,CG31803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081008,Dif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081009,Dif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301578,Dif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301577,Dif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340249,CR44409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080980,CG5043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0091932,CG33928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301383,dl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301384,dl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081005,dl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081006,dl,36.266647,32.374603,11.479874,0,0,0,0,0,6.467681,30.872581,6.4203,0,0,0,0,0
FBtr0340250,dl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081007,dl,0.213465,0.348679,0.168042,0,0,0,0,0,0.333437,1.567146,0.322116,0,0,0,0,0
FBtr0080981,CG5050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0305682,CG5050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081004,SPH93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0300902,CG18563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0330225,BicD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081002,BicD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0330226,BicD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0305688,BicD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0305683,Sgt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080982,Sgt,101.684372,125.587311,135.607132,117.770004,159.149323,206.086502,161.355286,181.720856,88.828529,112.502953,96.910278,140.927032,154.053009,204.231049,187.403809,155.889297
FBtr0081001,Aac11,9.906353,24.234613,43.966698,52.247284,60.132473,56.663006,158.997375,117.179176,36.028801,11.209146,49.169167,49.791393,58.540367,37.701649,129.825073,156.214783
FBtr0346626,fws,14.091396,15.295668,9.086143,24.526901,19.295448,18.263815,31.71397,25.323694,23.662283,5.982686,16.838224,23.224035,21.036057,29.524092,39.767639,10.811489
FBtr0346627,fws,14.246189,7.782624,23.007294,9.365866,12.23075,9.306929,0,0,0,15.186124,10.797235,9.85441,17.860756,8.370991,2.37362,15.592158
FBtr0080999,fws,14.070165,7.686462,22.723019,9.250142,12.07963,9.191935,0,0,0,14.998487,10.663826,9.732652,17.640072,8.267561,2.344293,15.399505
FBtr0081000,fws,13.920729,15.110414,8.976096,24.229845,19.061752,18.042614,31.329868,21.937429,23.375698,5.910227,16.634289,22.94276,20.781279,24.383177,29.935793,10.680548
FBtr0305685,fws,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080983,CG5110,17.816795,21.100883,15.66349,13.611512,16.989677,13.191954,14.420655,19.430851,13.897357,16.406544,12.646091,22.085236,10.751777,17.095243,13.444219,11.096588
FBtr0306162,CG5110,7.099187,2.231738,11.774475,10.231973,10.317298,9.916584,10.840218,7.753535,10.446847,12.33304,9.506251,12.926926,8.082268,12.850745,10.106215,8.341467
FBtr0080998,CG6453,39.180065,50.328201,44.676979,41.761856,37.185204,35.6273,36.531288,36.064953,37.275444,46.139137,40.184063,44.87241,36.180275,39.424408,39.397228,37.928707
FBtr0305684,CG6453,43.203445,55.49638,49.264835,53.980644,41.003735,39.285847,40.282669,42.104496,41.103241,50.87714,44.310547,49.480331,39.895607,47.599277,43.442913,41.823593
FBtr0080984,CG5131,26.100988,21.974855,27.556866,35.536491,31.054928,24.54035,24.730742,22.484699,24.673279,23.787962,27.422029,34.353168,31.570385,33.982121,18.686157,20.743128
FBtr0306163,CG43221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0310090,CG43645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0310202,CG43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080997,qua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0306165,qua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080996,qua,0,0,44.796211,20.887316,4.634874,0,0,0,38.166451,0,48.915779,21.195656,0,0,0,0
FBtr0346495,CR45715,0.246419,0,0,0,0.734199,0.249244,0.568459,0,0.085941,0,0,2.361132,0.745286,1.094468,0.47717,0.214313
FBtr0080995,CG15142,0,0,0,0,0,0,0,0,0,0.494937,0.676775,0,0,0,0,0
FBtr0080994,CG6412,66.489998,66.313606,45.808685,27.664644,13.061934,13.368583,33.726524,31.382952,73.385345,70.993477,48.946518,25.43919,7.80996,11.546509,27.549141,30.407103
FBtr0304742,Dhc36C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080993,CG15143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0303652,CG15144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080991,CG15145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0306838,CR43304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346476,CR45697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080990,CG7094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346993,CR45919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346994,CR45919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0304298,mir-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0304299,mir-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0304302,mir-287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0304303,mir-287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345765,CR45358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346477,CR45698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0344798,CR45111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0344800,CR45112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0344799,CR44411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340256,CR44411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0344781,Oli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080986,Oli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0303252,Oli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340255,CR44410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0303253,Oli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340254,CG6870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080989,CG6870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0303254,Sytalpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080987,Sytalpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0303255,Sytalpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340251,Sytalpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340253,CR44412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340252,CR44413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080988,CG15147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0304636,CG43054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346478,CR45699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081016,CadN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0100313,CadN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0100315,CadN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081015,CadN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081013,CadN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081014,CadN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081017,CadN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081018,CadN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081019,CadN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081020,CadN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0100314,CadN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0100316,CadN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0306283,CG43231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0303836,CadN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308770,CadN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308768,CR43419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0303837,CG42830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308769,CR43420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345726,CR45332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345725,CR45333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345462,CG43271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0306711,CG43271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0306712,CG43271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0306713,CG43271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0306710,CR43274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340186,CR44399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340185,CR44398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340184,CR44397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0273418,btv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081021,CG5674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081022,CG5674,4.154539,18.510374,8.647625,17.042309,10.570449,5.154484,0,1.971628,5.043616,10.346511,12.165701,7.240179,10.646064,2.654939,2.540707,0.605237
FBtr0290267,CG5674,1.801225,0,0,0,0,3.136851,0,0,0,0,2.406716,0,0,9.499372,0,0
FBtr0340182,CG5674,5.886064,0,4.319463,0,2.422898,1.480891,0,0,5.742713,2.10001,0,0,6.380189,0,0.844219,0.783749
FBtr0081024,CG5681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081025,Prosbeta5R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340183,Prosbeta5R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0343103,CR44767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342647,CR44604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342648,CR44605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081026,CG5693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0303712,CG42659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302275,CG42634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302276,CG42635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346520,CG42635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081028,CG31740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302030,elfless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302031,elfless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081029,rdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340228,rdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081030,Arr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0307350,Arr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340229,Arr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0302454,ninaD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081031,ninaD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081032,CG31741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081045,CG15153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081033,CG5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340579,CG44476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081034,CG15152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340574,CG15152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081035,CG5758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340576,CG5758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340577,CG5758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081036,CG5758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081037,CG5758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340575,CG5758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0300025,CG31785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081042,kel,11.386787,9.385427,11.777708,13.518247,7.324264,13.900932,21.297714,18.913126,8.878798,7.770224,12.555293,9.454007,15.125471,9.272072,28.623613,29.176798
FBtr0081043,kel,11.386787,7.664143,9.641502,13.518247,7.324264,5.880843,21.297714,18.025879,8.878798,7.770224,9.343328,9.454007,13.070868,6.475735,17.973576,29.176798
FBtr0081040,Socs36E,0,0,0,0,0,0,17.962116,26.79331,0,0,0,0,0.457725,0,21.61548,5.123931
FBtr0329927,Socs36E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.514015
FBtr0329928,Socs36E,0,0,0,0,0,0,16.161608,8.892955,0,0,0,0,0.457725,0,19.132969,4.0516
FBtr0340578,CR44478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081038,CG17681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081048,CG15155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0329926,CG15155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081049,CG5783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081062,CG7200,23.911121,10.573215,30.33531,24.719109,36.317783,25.414602,18.677279,17.151682,17.517704,9.097334,25.026827,32.65509,36.159088,25.131474,19.148693,26.616838
FBtr0343823,CG7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0343817,CG42750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0303280,CG42750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0343821,Ptp36E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081061,Ptp36E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0343822,Ptp36E,0,0,0,0,0,0.113813,0.030902,0,0,0,0,0,0,0,0,0
FBtr0343820,CR44900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0343815,CR43413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308755,CR43413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081058,CG31802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0347192,CR43406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0347191,CR43406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0308758,CR43408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081056,CG31788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0343819,CG31788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0343818,CR44901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0343816,CR44902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081055,CG31787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342831,CR44696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0307109,CG43362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342828,CR44693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301937,Sfp36F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345686,Sfp36F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0307108,CR43358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345440,CR43358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081050,CG5790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345614,CG5790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342850,CR43353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0307101,CG43354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342829,CR44694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0342830,CR44695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346504,CR45721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340582,CR44489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0112804,Fas3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0301391,Fas3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0112805,Fas3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340580,Fas3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081051,Fas3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081052,Fas3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0344782,Fas3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340581,Acp36DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081054,Acp36DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0305066,CG34171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0344147,CG34171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340583,CR44486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340584,CR44487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0340585,CR44488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0346591,RpS26,6.13123,305.453156,3.967354,7.086493,19.257082,12.042246,315.944122,18.13662,6.662761,300.489288,5.842277,13.539896,19.47471,18.601458,21.151352,12.304876
FBtr0081091,RpS26,9.990817,497.734741,6.46479,11.547413,31.379345,19.622799,514.829834,29.553555,10.856945,489.646271,9.51997,22.063213,31.733965,30.311008,34.466053,20.050755
FBtr0331455,RpS26,0,0,0,0,0,0,53.533451,0,0,0,0,0,0,0,0,0
FBtr0081089,RpS26,1109.228394,941.406189,1633.74353,1441.502075,2611.799805,4170.771484,891.610718,3282.972412,1421.091919,861.042908,1108.476807,2121.01001,2356.100586,4135.206055,2865.174072,2219.276611
FBtr0081090,RpS26,2.357443,0,7.998283,9.013693,4.254854,11.162388,15.032639,8.550154,7.125644,6.481671,7.126494,7.144005,2.505525,5.587428,11.012225,15.24725
